City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,current Description
,,,,,,,,,
276,Muskegon,US,43.3,-86.1334,85.77,62,40,10.36,scattered clouds
,,,,,,,,,
277,San Jeronimo,PE,-11.9472,-75.2829,60.98,30,4,3.38,clear sky
,,,,,,,,,
278,Cidreira,BR,-30.1811,-50.2056,63.07,84,98,13.76,overcast clouds
,,,,,,,,,
279,Rio Gallegos,AR,-51.6226,-69.2181,46.9,58,43,37.45,scattered clouds
,,,,,,,,,
280,Tarko-Sale,RU,64.9225,77.785,67.41,63,30,7.65,scattered clouds
,,,,,,,,,
281,Nanortalik,GL,60.1432,-45.2371,47.61,87,92,5.5,overcast clouds
,,,,,,,,,
282,Polson,US,47.6936,-114.1632,80.49,36,0,1.99,clear sky
,,,,,,,,,
283,Kisangani,CD,0.5167,25.2,77.97,63,27,0.2,scattered clouds
,,,,,,,,,
284,Daru,PG,-9.0763,143.2092,75.99,78,76,15.03,broken clouds
,,,,,,,,,
285,Castro,BR,-24.7911,-50.0119,62.8,58,100,8.72,overcast clouds
,,,,,,,,,
286,Lloydminster,CA,53.2835,-110.0016,84.09,28,26,6.71,scattered clouds
,,,,,,,,,
287,Gerash,IR,27.6652,54.1371,88.65,39,50,13.6,scattered clouds
,,,,,,,,,
288,Kismayo,SO,-0.3582,42.5454,76.35,81,48,15.08,scattered clouds
,,,,,,,,,
289,Moose Factory,CA,51.2585,-80.6094,53.58,82,90,4.61,overcast clouds
,,,,,,,,,
290,Mount Airy,US,36.4993,-80.6073,87.51,52,1,1.01,clear sky
,,,,,,,,,
291,Suluq,LY,31.6682,20.2521,90.61,36,4,18.45,clear sky
,,,,,,,,,
292,General Roca,AR,-39.0333,-67.5833,73.71,16,50,8.3,scattered clouds
,,,,,,,,,
293,Terney,RU,45.0503,136.6092,68.5,98,61,9.46,broken clouds
,,,,,,,,,
294,Baykit,RU,61.67,96.37,61.74,74,19,4.68,few clouds
,,,,,,,,,
295,Deolali,IN,19.95,73.8333,73.76,89,100,13.71,overcast clouds
,,,,,,,,,
296,Korla,CN,41.7597,86.1469,83.75,23,77,11.92,broken clouds
,,,,,,,,,
297,Abbeville,FR,50.1,1.8333,71.69,77,91,15.35,overcast clouds
,,,,,,,,,
298,San Quintin,MX,30.4833,-115.95,73.63,71,14,8.46,few clouds
,,,,,,,,,
299,Camana,PE,-16.6228,-72.7111,65.93,75,11,9.55,few clouds
,,,,,,,,,
300,Sampit,ID,-2.5333,112.95,73.62,99,96,1.83,overcast clouds
,,,,,,,,,
301,Bhachau,IN,23.2833,70.35,84.65,66,73,15.52,broken clouds
,,,,,,,,,
302,Hualmay,PE,-11.0964,-77.6139,67.51,75,52,11.01,broken clouds
,,,,,,,,,
303,Villablino,ES,42.9393,-6.3194,73.83,49,15,6.13,few clouds
,,,,,,,,,
304,Lang Son,VN,21.8333,106.7333,81.72,77,97,2.21,overcast clouds
,,,,,,,,,
305,Yazd,IR,31.8972,54.3675,93.31,13,40,9.22,scattered clouds
,,,,,,,,,
306,Pytalovo,RU,57.0679,27.9138,51.93,95,61,6.55,broken clouds
,,,,,,,,,
307,Strelka,RU,58.0728,93.0344,61.45,98,98,2.01,light rain
,,,,,,,,,
308,Ghorawal,IN,24.7667,82.7833,78.55,86,88,6.71,overcast clouds
,,,,,,,,,
309,North Battleford,CA,52.7834,-108.2847,82.4,34,50,7.96,scattered clouds
,,,,,,,,,
310,Batemans Bay,AU,-35.7167,150.1833,41.92,76,1,5.14,clear sky
,,,,,,,,,
311,Yulara,AU,-25.2406,130.9889,45.79,60,0,9.01,clear sky
,,,,,,,,,
312,San Jose,US,37.3394,-121.895,79.09,60,40,4.61,haze
,,,,,,,,,
313,Ordzhonikidze,KZ,52.4411,61.7408,70.92,68,45,2.95,scattered clouds
,,,,,,,,,
314,Agutaya,PH,11.148,120.9417,83.61,75,51,16.2,broken clouds
,,,,,,,,,
315,Yarmouth,US,41.7057,-70.2286,77.22,95,90,5.01,mist
,,,,,,,,,
316,Port Lincoln,AU,-34.7333,135.8667,54.99,74,100,9.75,overcast clouds
,,,,,,,,,
317,Mount Darwin,ZW,-16.7725,31.5838,57.67,45,0,3.09,clear sky
,,,,,,,,,
318,Saskylakh,RU,71.9167,114.0833,49.41,71,16,8.23,few clouds
,,,,,,,,,
319,Soyo,AO,-6.1349,12.3689,73.78,82,2,8.21,clear sky
,,,,,,,,,
320,Chuy,UY,-33.6971,-53.4616,62.01,81,81,9.15,broken clouds
,,,,,,,,,
321,Takoradi,GH,4.8845,-1.7554,77.72,78,91,10.8,overcast clouds
,,,,,,,,,
322,Aksarayskiy,RU,46.7924,48.0119,85.98,25,58,12.33,broken clouds
,,,,,,,,,
323,Shilong,CN,23.1123,113.8425,83.12,95,100,5.91,light rain
,,,,,,,,,
324,San Luis,AR,-33.295,-66.3356,73.17,21,0,13.27,clear sky
,,,,,,,,,
325,Abu Kamal,SY,34.4506,40.9171,101.8,14,12,11.61,few clouds
,,,,,,,,,
326,Sibolga,ID,1.7427,98.7792,77.54,85,97,3.2,overcast clouds
,,,,,,,,,
327,Rozkishne,UA,48.5074,39.3004,78.87,39,81,6.02,broken clouds
,,,,,,,,,
328,Arroyo,ES,41.6096,-4.7969,86.59,32,20,19.57,few clouds
,,,,,,,,,
329,Northam,GB,51.0333,-4.2167,65.39,92,41,17.05,scattered clouds
,,,,,,,,,
330,Cherskiy,RU,68.75,161.3,42.24,88,82,10.49,broken clouds
,,,,,,,,,
331,Coquimbo,CL,-29.9533,-71.3436,58.73,77,75,13.8,broken clouds
,,,,,,,,,
332,Sola,VU,-13.8833,167.55,77.38,76,35,5.59,scattered clouds
,,,,,,,,,
333,Kiama,AU,-34.6833,150.8667,51.58,73,0,8.99,clear sky
,,,,,,,,,
334,Popondetta,PG,-8.7537,148.2534,72.09,99,100,2.48,overcast clouds
,,,,,,,,,
335,Uribia,CO,11.7139,-72.266,93.67,39,4,20.98,clear sky
,,,,,,,,,
336,Mehran,IR,33.1222,46.1646,101.46,16,62,10.42,broken clouds
,,,,,,,,,
337,Fairbanks,US,64.8378,-147.7164,71.92,62,20,0,smoke
,,,,,,,,,
338,Mulchen,CL,-37.7167,-72.2333,53.46,69,100,5.82,overcast clouds
,,,,,,,,,
339,Kohtla-Jarve,EE,59.3986,27.2731,61.11,62,60,5.97,broken clouds
,,,,,,,,,
340,Trindade,BR,-16.6494,-49.4889,83.95,22,70,6.96,broken clouds
,,,,,,,,,
341,Waw,SS,7.7029,27.9953,72.73,90,65,5.1,broken clouds
,,,,,,,,,
342,Malko Tarnovo,BG,41.9833,27.5333,78.78,34,1,9.6,clear sky
,,,,,,,,,
343,Simbahan,PH,6.3032,120.5836,83.79,76,50,9.08,scattered clouds
,,,,,,,,,
344,Lazurne,UA,46.084,32.5295,80.02,81,18,7.2,few clouds
,,,,,,,,,
345,Scottsbluff,US,41.8666,-103.6672,93.78,26,1,1.99,clear sky
,,,,,,,,,
346,Phuket,TH,8,98.25,85.08,83,20,11.5,few clouds
,,,,,,,,,
347,Bloemhof,ZA,-27.6469,25.607,59.4,33,3,9.22,clear sky
,,,,,,,,,
348,Asfi,MA,32.2994,-9.2372,73.63,77,10,20.54,clear sky
,,,,,,,,,
349,Axim,GH,4.8699,-2.2405,77.79,79,76,9.91,broken clouds
,,,,,,,,,
350,Wasco,US,35.5941,-119.341,91.13,23,1,0,clear sky
,,,,,,,,,
351,San Pedro,PH,14.35,121.0167,81.36,86,83,12.06,broken clouds
,,,,,,,,,
352,Kankaanpaa,FI,61.8,22.4167,63.36,57,18,4.5,few clouds
,,,,,,,,,
353,Manchenky,UA,49.9798,35.8583,76.3,42,93,5.77,overcast clouds
,,,,,,,,,
354,Rocha,UY,-34.4833,-54.3333,61.74,81,80,9.53,broken clouds
,,,,,,,,,
355,Florence,IT,43.7667,11.25,76.64,64,40,12.66,scattered clouds
,,,,,,,,,
356,The Valley,AI,18.217,-63.0578,85.1,79,5,13.78,clear sky
,,,,,,,,,
357,Sept-Iles,CA,50.2001,-66.3821,66.25,78,47,7,scattered clouds
,,,,,,,,,
358,Xique-Xique,BR,-10.8218,-42.7263,85.53,35,73,7.92,broken clouds
,,,,,,,,,
359,Vostok,RU,46.4856,135.8833,65.21,93,94,3.4,overcast clouds
,,,,,,,,,
360,Namibe,AO,-15.1961,12.1522,69.51,76,0,4.63,clear sky
,,,,,,,,,
361,Gobabis,NA,-22.45,18.9667,62.83,24,2,7.23,clear sky
,,,,,,,,,
362,Arlit,NE,18.7369,7.3853,101.3,21,32,9.69,scattered clouds
,,,,,,,,,
363,Port Blair,IN,11.6667,92.75,81.91,86,100,20.29,overcast clouds
,,,,,,,,,
364,Hanmer Springs,NZ,-42.5167,172.8167,41.36,97,100,1.12,light rain
,,,,,,,,,
365,Kayerkan,RU,69.3497,87.7602,63.39,65,30,3.44,scattered clouds
,,,,,,,,,
366,Awbari,LY,26.5921,12.7805,97.74,10,0,6.82,clear sky
,,,,,,,,,
367,Vanimo,PG,-2.6741,141.3028,76.8,87,5,5.17,clear sky
,,,,,,,,,
368,Lasa,IT,46.6166,10.7002,69.71,80,82,4.07,broken clouds
,,,,,,,,,
369,El Cobre,CU,20.0489,-75.9469,87.24,66,40,8.05,scattered clouds
,,,,,,,,,
370,Bayan,CN,46.0833,127.4,65.91,95,100,7.25,overcast clouds
,,,,,,,,,
371,Omsukchan,RU,62.5333,155.8,36.41,99,100,8.37,moderate rain
,,,,,,,,,
372,Sterling,US,39.0062,-77.4286,88.34,44,20,1.01,few clouds
,,,,,,,,,
373,Bambanglipuro,ID,-7.95,110.2833,75.22,89,50,4.83,scattered clouds
,,,,,,,,,
374,Geraldton,AU,-28.7667,114.6,45.01,87,0,11.5,clear sky
,,,,,,,,,
375,Victor Harbor,AU,-35.5667,138.6167,54.19,80,87,8.7,overcast clouds
,,,,,,,,,
376,Yelizovo,RU,53.1873,158.3805,43.32,87,7,10.27,clear sky
,,,,,,,,,
377,Rudnya,RU,54.947,31.0934,60.21,91,94,3.27,overcast clouds
,,,,,,,,,
378,Mayumba,GA,-3.432,10.6554,74.16,86,64,9.08,broken clouds
,,,,,,,,,
379,Bubaque,GW,11.2833,-15.8333,80.04,79,100,4.88,light rain
,,,,,,,,,
380,Nelson Bay,AU,-32.7167,152.15,49.75,73,3,15.95,clear sky
,,,,,,,,,
381,Paragominas,BR,-2.9667,-47.4833,94.48,29,51,5.46,broken clouds
,,,,,,,,,
382,Coromandel,BR,-18.4733,-47.2003,75.83,30,96,10.04,light rain
,,,,,,,,,
383,Acton,GB,51.509,-0.2762,64.02,94,75,7,broken clouds
,,,,,,,,,
384,Aras,ES,42.5617,-2.356,91.81,25,20,20.71,few clouds
,,,,,,,,,
385,Kahului,US,20.8947,-156.47,79.86,80,20,12.66,few clouds
,,,,,,,,,
386,Coihaique,CL,-45.5752,-72.0662,51.75,43,90,8.05,overcast clouds
,,,,,,,,,
387,Suntar,RU,62.1444,117.6319,56.57,92,96,4.03,overcast clouds
,,,,,,,,,
388,Lagoa,PT,39.05,-27.9833,73.26,89,0,18.84,clear sky
,,,,,,,,,
389,Agirish,RU,61.9247,63.0231,64,98,94,4.74,moderate rain
,,,,,,,,,
390,Brnakot,AM,39.497,45.9731,72.63,50,67,5.79,broken clouds
,,,,,,,,,
391,Marsh Harbour,BS,26.5412,-77.0636,84.29,74,58,15.93,broken clouds
,,,,,,,,,
392,Havelock,US,34.8791,-76.9013,81.95,83,90,4,overcast clouds
,,,,,,,,,
393,Yaan,NG,7.3833,8.5667,73.62,93,84,4.23,light rain
,,,,,,,,,
394,Lamu,KE,-2.2717,40.902,77.22,83,30,14.94,scattered clouds
,,,,,,,,,
395,Wuan,CN,31.6836,112.0044,76.39,85,53,6.6,moderate rain
,,,,,,,,,
396,Mujiayingzi,CN,42.1167,118.7833,64.76,70,9,4.85,clear sky
,,,,,,,,,
397,Hovd,MN,48.0056,91.6419,67.87,39,53,4.32,broken clouds
,,,,,,,,,
398,Eureka,US,40.8021,-124.1637,62.2,86,95,1.01,overcast clouds
,,,,,,,,,
399,Xifeng,CN,42.7372,124.7222,67.68,92,100,5.57,moderate rain
,,,,,,,,,
400,Yueyang,CN,29.3333,113.0919,79.36,92,60,9.75,broken clouds
,,,,,,,,,
401,Pringsewu,ID,-5.3582,104.9744,72.95,96,92,1.66,overcast clouds
,,,,,,,,,
402,Waipawa,NZ,-41.4122,175.5153,50.63,87,99,4.88,moderate rain
,,,,,,,,,
403,Garcia Hernandez,PH,9.6144,124.2946,81.68,85,100,9.62,overcast clouds
,,,,,,,,,
404,Lavrentiya,RU,65.5833,-171,53.89,87,100,7.4,overcast clouds
,,,,,,,,,
405,Pyay,MM,18.8167,95.2167,75.83,97,99,5.06,overcast clouds
,,,,,,,,,
406,North Bend,US,43.4065,-124.2243,58.15,100,90,5.75,fog
,,,,,,,,,
407,Iturama,BR,-19.7281,-50.1956,86.14,23,55,6.6,broken clouds
,,,,,,,,,
408,Yenagoa,NG,4.9247,6.2642,76.59,83,93,5.66,light rain
,,,,,,,,,
409,Vao,NC,-22.6667,167.4833,67.24,60,90,19.1,overcast clouds
,,,,,,,,,
410,Okawa,JP,33.2,130.35,78.8,40,7,2.91,clear sky
,,,,,,,,,
411,Svetlogorsk,BY,52.6333,29.7333,67.48,70,94,6.6,overcast clouds
,,,,,,,,,
412,Buta,CD,2.7858,24.73,74.07,84,84,1.52,broken clouds
,,,,,,,,,
413,Porto Velho,BR,-8.7619,-63.9039,95.05,24,64,5.75,broken clouds
,,,,,,,,,
414,Zhigansk,RU,66.7697,123.3711,49.77,51,0,1.21,clear sky
,,,,,,,,,
415,Ewa Beach,US,21.3156,-158.0072,80.55,69,90,6.91,light rain
,,,,,,,,,
416,Gasa,PS,31.5,34.4667,87.91,48,0,8.84,clear sky
,,,,,,,,,
417,Mongui,CO,5.7215,-72.8491,50.18,87,100,3.51,overcast clouds
,,,,,,,,,
418,Paita,PE,-5.0892,-81.1144,75.76,69,2,14.47,clear sky
,,,,,,,,,
419,Timra,SE,62.487,17.3257,67.68,71,0,10.36,clear sky
,,,,,,,,,
420,Velykyy Burluk,UA,50.0379,37.3987,72.91,43,87,7.45,overcast clouds
,,,,,,,,,
421,Aqtobe,KZ,50.2797,57.2072,84.29,37,0,4.47,light rain
,,,,,,,,,
422,Avera,US,33.194,-82.5271,86.68,40,20,7.14,few clouds
,,,,,,,,,
423,Dauriya,RU,49.9333,116.8667,58.5,73,36,6.2,scattered clouds
,,,,,,,,,
424,Borogontsy,RU,62.6683,131.1683,53.35,46,2,5.55,clear sky
,,,,,,,,,
425,Hambantota,LK,6.1241,81.1185,79.47,82,75,18.75,broken clouds
,,,,,,,,,
426,Fort Abbas,PK,29.1925,72.8536,101.26,34,28,10.09,scattered clouds
,,,,,,,,,
427,Conde,BR,-7.2597,-34.9075,76.15,80,55,17.74,broken clouds
,,,,,,,,,
428,Sarahan,IN,31.5167,77.8,63.39,92,38,1.77,scattered clouds
,,,,,,,,,
429,Meiktila,MM,20.8667,95.8667,74.5,90,99,13.27,overcast clouds
,,,,,,,,,
430,Antropovo,RU,58.3988,43.0066,59.36,59,76,4.36,broken clouds
,,,,,,,,,
431,Tessalit,ML,20.1986,1.0114,99.84,25,76,12.01,broken clouds
,,,,,,,,,
432,Egvekinot,RU,66.3167,-179.1667,46.04,96,100,1.9,moderate rain
,,,,,,,,,
433,Bara,NG,10.3744,10.7288,78.53,76,81,7.2,light rain
,,,,,,,,,
434,Songjianghe,CN,42.1859,127.479,64.38,97,100,3.85,overcast clouds
,,,,,,,,,
435,Kamina,CD,-8.7386,24.9906,70.86,25,0,4.07,clear sky
,,,,,,,,,
436,Alihe,CN,50.5667,123.7167,55.8,97,35,2.84,scattered clouds
,,,,,,,,,
437,Westport,US,41.1415,-73.3579,80.15,80,90,5.01,overcast clouds
,,,,,,,,,
438,Santa Rosa,PH,14.3122,121.1114,82.11,84,77,8.5,broken clouds
,,,,,,,,,
439,Launceston,AU,-41.45,147.1667,49.8,93,99,1.99,overcast clouds
,,,,,,,,,
440,Gamboula,CF,4.1178,15.1393,70.57,94,68,4.65,broken clouds
,,,,,,,,,
441,Dandong,CN,40.1292,124.3947,70.43,98,100,4.18,light rain
,,,,,,,,,
442,Kahramanmaras,TR,38,37,79.43,22,49,2.48,light rain
,,,,,,,,,
443,Vrangel,RU,42.7297,133.0839,73.44,98,37,1.14,scattered clouds
,,,,,,,,,
444,Qaqortoq,GL,60.7167,-46.0333,55.9,84,100,4.12,overcast clouds
,,,,,,,,,
445,Pervomayskaya,RU,43.4033,45.5261,80.4,47,0,6.71,clear sky
,,,,,,,,,
446,Zaykovo,RU,57.5613,62.7568,62.76,94,87,6.17,light rain
,,,,,,,,,
447,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,64,2,7.54,clear sky
,,,,,,,,,
448,Daura,NG,11.5538,11.4085,82.85,60,96,5.93,overcast clouds
,,,,,,,,,
449,Sa Kaeo,TH,13.75,102.3333,76.28,92,100,9.89,overcast clouds
,,,,,,,,,
450,Gushikawa,JP,26.3544,127.8686,79.83,94,20,6.91,few clouds
,,,,,,,,,
451,Pitimbu,BR,-7.4706,-34.8086,77,80,42,18.1,scattered clouds
,,,,,,,,,
452,Bengkulu,ID,-3.8004,102.2655,76.19,87,94,2.89,light rain
,,,,,,,,,
453,Toamasina,MG,-18.1667,49.3833,66.97,80,20,7.52,light rain
,,,,,,,,,
454,Sabha,LY,27.0377,14.4283,98.98,9,0,13.53,clear sky
,,,,,,,,,
455,Perth,AU,-31.9333,115.8333,51.98,82,0,9.22,clear sky
,,,,,,,,,
456,Lerwick,GB,60.1545,-1.1494,60.8,88,79,20.09,broken clouds
,,,,,,,,,
457,Oussouye,SN,12.485,-16.5469,85.82,65,90,4.29,light rain
,,,,,,,,,
458,Ndende,GA,-2.4008,11.3581,78.8,66,40,7.54,scattered clouds
,,,,,,,,,
459,Rosarito,MX,32.3333,-117.0333,83.62,68,5,8.72,clear sky
,,,,,,,,,
460,Mgandu,TZ,-5.95,34.1333,69.35,46,59,4.72,broken clouds
,,,,,,,,,
461,Kokopo,PG,-4.352,152.2633,76.24,89,86,8.63,moderate rain
,,,,,,,,,
462,Lynn Haven,US,30.2455,-85.6483,88.02,76,75,1.01,broken clouds
,,,,,,,,,
463,Haines Junction,CA,60.7522,-137.5108,68.72,60,82,3.47,broken clouds
,,,,,,,,,
464,Roman,RO,46.9167,26.9167,82.4,46,19,13.62,few clouds
,,,,,,,,,
465,Igarka,RU,67.4667,86.5833,64.81,63,8,5.53,clear sky
,,,,,,,,,
466,Conakry,GN,9.538,-13.6773,77.59,86,92,12.03,moderate rain
,,,,,,,,,
467,Tilichiki,RU,60.4667,166.1,45.64,94,100,12.35,light rain
,,,,,,,,,
468,Cuamba,MZ,-14.8031,36.5372,71.04,41,41,0.69,scattered clouds
,,,,,,,,,
469,Naliya,IN,23.2667,68.8333,82.65,75,99,15.17,overcast clouds
,,,,,,,,,
470,Roma,US,43.2128,-75.4557,83.37,55,1,10.36,clear sky
,,,,,,,,,
471,Harer,ET,9.3094,42.1258,66.25,61,86,5.44,overcast clouds
,,,,,,,,,
472,Kudahuvadhoo,MV,2.6708,72.8944,81.59,76,50,5.26,scattered clouds
,,,,,,,,,
473,Silver City,US,32.7701,-108.2803,81.03,37,1,7,clear sky
,,,,,,,,,
474,Bogorodskoye,RU,56.55,37.8833,60.78,95,100,4.83,light rain
,,,,,,,,,
475,Gigmoto,PH,13.7796,124.39,81.68,80,76,9.26,broken clouds
,,,,,,,,,
476,Rupert,US,42.6191,-113.6772,91.35,25,20,9.22,few clouds
,,,,,,,,,
477,Boulder City,US,35.9786,-114.8325,107.35,9,1,4.61,clear sky
,,,,,,,,,
478,Samana,DO,19.2056,-69.3369,86.22,74,75,4.61,broken clouds
,,,,,,,,,
479,Bambous Virieux,MU,-20.3428,57.7575,69.22,70,96,15.5,overcast clouds
,,,,,,,,,
480,Bayanday,RU,53.0661,105.5139,58.01,72,73,1.21,broken clouds
,,,,,,,,,
481,Kieta,PG,-6.2167,155.6333,77.85,84,96,6.91,overcast clouds
,,,,,,,,,
482,Chulym,RU,55.0997,80.9572,59.72,94,100,8.05,overcast clouds
,,,,,,,,,
483,Marystown,CA,47.1666,-55.1483,66.72,59,88,11.34,overcast clouds
,,,,,,,,,
484,Zhuhai,CN,22.2769,113.5678,83.05,89,40,10.36,light rain
,,,,,,,,,
485,Banda Aceh,ID,5.5577,95.3222,80.92,75,100,13.02,overcast clouds
,,,,,,,,,
486,Ducheng,CN,23.2373,111.5317,78.67,97,100,0.85,overcast clouds
,,,,,,,,,
487,Cozumel,MX,20.5083,-86.9458,91.38,79,40,5.99,scattered clouds
,,,,,,,,,
488,Bryan,US,30.6744,-96.37,86.59,64,90,3.44,overcast clouds
,,,,,,,,,
489,Morant Bay,JM,17.8815,-76.4093,93.61,66,80,13.71,broken clouds
,,,,,,,,,
490,Mutsu,JP,41.2894,141.2169,75.99,89,42,1.14,scattered clouds
,,,,,,,,,
491,Jogindarnagar,IN,31.9833,76.7667,72.55,84,19,4.32,few clouds
,,,,,,,,,
492,Tarakan,ID,3.3,117.6333,80.98,79,67,4.9,broken clouds
,,,,,,,,,
493,Alyangula,AU,-13.8483,136.4192,72.88,48,99,17.85,overcast clouds
,,,,,,,,,
494,Coahuayana,MX,18.7333,-103.6833,76.48,79,98,3.02,overcast clouds
,,,,,,,,,
495,Porto Santo,PT,33.072,-16.3415,76.91,78,75,13.8,broken clouds
,,,,,,,,,
496,Nouadhibou,MR,20.931,-17.0347,70.38,87,20,26.51,few clouds
,,,,,,,,,
497,Ossora,RU,59.2353,163.0719,47.03,89,100,12.88,moderate rain
,,,,,,,,,
498,Karratha,AU,-20.7377,116.8463,71.33,28,55,18.1,broken clouds
,,,,,,,,,
499,Urumqi,CN,43.801,87.6005,74.35,33,0,4.47,clear sky
,,,,,,,,,
500,Ouadda,CF,8.0777,22.4007,70.63,93,22,2.01,few clouds
,,,,,,,,,
501,Grand Gaube,MU,-20.0064,57.6608,69.39,66,65,5.99,broken clouds
,,,,,,,,,
502,Bandundu,CD,-3.3167,17.3667,87.94,26,0,1.48,clear sky
,,,,,,,,,
503,Tikapur,NP,28.5,81.1333,80.46,86,70,4.99,broken clouds
,,,,,,,,,
504,Ciudad Real,ES,39,-4,95.05,16,1,5.01,clear sky
,,,,,,,,,
505,Scarborough,GB,54.2797,-0.4044,65.84,82,86,3,overcast clouds
,,,,,,,,,
506,Anadyr,RU,64.75,177.4833,46,93,54,5.99,broken clouds
,,,,,,,,,
507,Cap Malheureux,MU,-19.9842,57.6142,69.48,66,54,5.99,broken clouds
,,,,,,,,,
508,La Tuque,CA,47.4334,-72.7824,81.55,40,42,5.48,scattered clouds
,,,,,,,,,
509,Marrakesh,MA,31.6315,-8.0083,100.47,25,0,3.44,clear sky
,,,,,,,,,
510,Hannibal,US,39.7084,-91.3585,77.92,61,1,3.44,clear sky
,,,,,,,,,
511,Santa Isabel,BR,-23.3156,-46.2214,71.37,40,57,6.98,broken clouds
,,,,,,,,,
512,Pahrump,US,36.2083,-115.9839,106.05,12,0,8.99,clear sky
,,,,,,,,,
513,Calatayud,ES,41.3535,-1.6432,90.55,21,58,16.78,broken clouds
,,,,,,,,,
514,Pyu,MM,18.4833,96.4333,74.59,98,100,5.93,overcast clouds
,,,,,,,,,
515,Dzaoudzi,YT,-12.7887,45.2699,76.89,73,75,11.5,broken clouds
,,,,,,,,,
516,Kampot,KH,10.6167,104.1833,82.45,82,100,9.78,overcast clouds
,,,,,,,,,
517,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.09,70,55,10.42,broken clouds
,,,,,,,,,
518,Tairua,NZ,-37.0167,175.85,51.1,89,95,9.06,light rain
,,,,,,,,,
519,Bireun,ID,5.203,96.7009,78.66,74,77,5.41,broken clouds
,,,,,,,,,
520,Makakilo City,US,21.3469,-158.0858,79.12,69,90,6.91,light rain
,,,,,,,,,
521,Safford,US,32.834,-109.7076,94.12,31,1,5.75,clear sky
,,,,,,,,,
522,Noumea,NC,-22.2763,166.4572,69.01,99,97,11.23,overcast clouds
,,,,,,,,,
523,Williams Lake,CA,52.1415,-122.1445,77.22,35,10,1.01,clear sky
,,,,,,,,,
524,Nueva Italia,PY,-25.6167,-57.5,72.63,30,100,8.32,overcast clouds
,,,,,,,,,
525,Kedrovyy,RU,56.1667,91.8167,57.61,97,28,1.25,scattered clouds
,,,,,,,,,
526,Nabire,ID,-3.3667,135.4833,74.25,89,93,4.7,overcast clouds
,,,,,,,,,
527,Auki,SB,-8.7676,160.7034,73.98,85,82,6.2,broken clouds
,,,,,,,,,
528,Asau,RO,46.4333,26.4,79.72,51,16,4.65,few clouds
,,,,,,,,,
529,Richfield,US,44.8833,-93.283,81.25,73,90,12.66,overcast clouds
,,,,,,,,,
530,Bella Union,UY,-30.2752,-57.6007,72.32,50,7,8.03,clear sky
,,,,,,,,,
531,Monster,NL,52.0258,4.175,73.54,61,70,1.99,broken clouds
,,,,,,,,,
532,Cocoa Beach,US,28.32,-80.6076,94.08,66,20,12.66,few clouds
,,,,,,,,,
533,Subate,LV,56.0062,25.9076,55.74,81,62,6.82,broken clouds
,,,,,,,,,
534,San Roque,ES,36.2107,-5.3842,83.23,54,0,11.5,clear sky
,,,,,,,,,
535,Corn Island,NI,12.1694,-83.0418,82.53,76,47,11.45,scattered clouds
,,,,,,,,,
536,Bodden Town,KY,19.2833,-81.25,89.98,71,40,5.99,scattered clouds
,,,,,,,,,
537,Olinda,BR,-8.0089,-34.8553,76.73,83,75,14.97,mist
,,,,,,,,,
538,Gat,IL,31.61,34.7642,89.4,35,0,6.6,clear sky
,,,,,,,,,
539,Lata,PT,40.1629,-8.3327,81.05,60,2,10.89,clear sky
,,,,,,,,,
540,Pullman,US,46.7313,-117.1796,88.7,32,1,4.61,haze
,,,,,,,,,
541,Catamarca,AR,-28.4696,-65.7852,80.58,40,16,1.01,few clouds
,,,,,,,,,
542,Orlik,RU,52.5178,99.825,55.99,90,100,1.59,light rain
,,,,,,,,,
543,Maniitsoq,GL,65.4167,-52.9,44.87,96,100,33.22,moderate rain
,,,,,,,,,
544,Araioses,BR,-2.89,-41.9031,87.78,66,20,11.5,few clouds
,,,,,,,,,
545,Palmer,US,42.1584,-72.3287,71.46,79,90,3,overcast clouds
,,,,,,,,,
546,Ucluelet,CA,48.9329,-125.5528,78.04,90,100,1.01,overcast clouds
,,,,,,,,,
547,Fare,PF,-16.7,-151.0167,78.57,73,25,9.82,scattered clouds
,,,,,,,,,
548,Mount Barker,AU,-35.0667,138.8667,50.4,96,29,5.19,scattered clouds
,,,,,,,,,
549,Djambala,CG,-2.5447,14.7533,84.79,30,85,3.29,overcast clouds
,,,,,,,,,
550,Srednekolymsk,RU,67.45,153.6833,41.94,84,95,8.77,overcast clouds
,,,,,,,,,
551,Douentza,ML,14.9951,-2.9517,82.11,53,100,13.09,overcast clouds
,,,,,,,,,
552,Banjar,ID,-8.19,114.9675,80.46,91,95,4.61,overcast clouds
,,,,,,,,,
553,Elizabeth City,US,36.2946,-76.2511,82.99,66,90,8.05,overcast clouds
,,,,,,,,,
554,Cururupu,BR,-1.8283,-44.8683,86.16,52,70,6.49,broken clouds
,,,,,,,,,
555,Riberalta,BO,-10.9833,-66.1,97.65,19,6,2.17,clear sky
,,,,,,,,,
556,Eldorado,BR,-23.7869,-54.2836,76.08,43,100,10.38,overcast clouds
,,,,,,,,,
557,Razdolnoye,RU,43.55,131.9167,72.01,99,86,3.85,overcast clouds
,,,,,,,,,
558,Port Moresby,PG,-9.4431,147.1797,72.54,87,100,11.68,overcast clouds
,,,,,,,,,
